County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Nassau,Rockville Centre Vg PD,2020,12,120,14,0,0,3,11,106,18,72,16,Non-New York City
Nassau,Sands Point Vg PD,2020,12,13,1,0,1,0,0,12,2,4,6,Non-New York City
Nassau,SUNY Police - Old Westbury,2020,12,9,2,0,1,1,0,7,1,6,0,Non-New York City
New York,County Total,2020,12,47676,9264,84,430,3053,5697,38412,4449,32568,1395,New York City
Niagara,County Total,2020,,4766,659,16,97,141,405,4107,568,3166,373,Non-New York City
Niagara,Lewiston Town PD,2020,12,113,6,0,4,1,1,107,5,93,9,Non-New York City
Niagara,Lockport City PD,2020,12,608,116,0,19,26,71,492,79,387,26,Non-New York City
Niagara,Middleport Vg PD,2020,12,12,1,0,0,0,1,11,0,8,3,Non-New York City
Niagara,Niagara County Park PD,2020,12,30,3,0,0,0,3,27,1,26,0,Non-New York City
Niagara,Niagara County Sheriff,2020,12,614,39,1,17,8,13,575,83,432,60,Non-New York City
Niagara,Niagara County State Police,2020,12,252,38,1,21,0,16,214,21,179,14,Non-New York City
Niagara,Niagara Falls City PD,2020,12,2539,408,14,26,98,270,2131,312,1607,212,Non-New York City
Niagara,Niagara Town PD,2020,12,195,1,0,0,0,1,194,18,147,29,Non-New York City
Niagara,North Tonawanda City PD,2020,12,400,47,0,10,8,29,353,48,285,20,Non-New York City
Niagara,Somerset Town PD,2020,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Niagara,Youngstown Vg PD,2020,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Oneida,Boonville Vg PD,2020,12,22,0,0,0,0,0,22,5,17,0,Non-New York City
Oneida,Camden Vg PD,2020,12,22,0,0,0,0,0,22,1,20,1,Non-New York City
Oneida,County Total,2020,,4463,558,13,112,91,342,3905,483,3214,208,Non-New York City
Oneida,New Hartford Town and Vg PD,2020,12,530,20,0,7,5,8,510,19,487,4,Non-New York City
Oneida,New York Mills Vg PD,2020,12,45,2,0,0,0,2,43,8,32,3,Non-New York City
Oneida,Oneida County Park PD,2020,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Oneida,Oneida County Sheriff,2020,12,299,54,1,33,3,17,245,33,196,16,Non-New York City
Oneida,Oneida County State Police,2020,12,444,88,1,34,3,50,356,63,269,24,Non-New York City
Oneida,Oriskany Vg PD,2020,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Oneida,Rome City PD,2020,12,645,66,0,8,7,51,579,75,461,43,Non-New York City
Oneida,Sherrill City PD,2020,12,18,0,0,0,0,0,18,0,18,0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2020,12,7,0,0,0,0,0,7,1,6,0,Non-New York City
Oneida,Utica City PD,2020,12,2397,325,11,30,73,211,2072,274,1681,117,Non-New York City
Oneida,Vernon Vg PD,2020,12,6,3,0,0,0,3,3,0,3,0,Non-New York City
Oneida,Whitestown Town PD,2020,12,20,0,0,0,0,0,20,3,17,0,Non-New York City
Onondaga,Baldwinsville Vg PD,2020,12,54,4,0,0,1,3,50,4,45,1,Non-New York City
Onondaga,Camillus Town and Vg PD,2020,12,278,13,0,1,2,10,265,21,229,15,Non-New York City
Onondaga,Cicero Town PD,2020,12,305,14,0,2,5,7,291,21,244,26,Non-New York City
Onondaga,County Total,2020,,9983,1619,32,181,283,1123,8364,1492,5944,928,Non-New York City
Onondaga,DeWitt Town PD,2020,12,770,46,0,2,10,34,724,70,613,41,Non-New York City
Onondaga,Geddes Town PD,2020,12,182,6,0,1,1,4,176,10,149,17,Non-New York City
Onondaga,Jordan Vg PD,2020,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Onondaga,Liverpool Vg PD,2020,12,10,0,0,0,0,0,10,0,9,1,Non-New York City
Onondaga,Manlius Town PD,2020,12,274,15,0,2,1,12,259,28,211,20,Non-New York City
Onondaga,Marcellus Vg PD,2020,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Onondaga,North Syracuse Vg PD,2020,12,124,15,0,0,3,12,109,10,91,8,Non-New York City
Onondaga,Onondaga County Park PD,2020,12,7,0,0,0,0,0,7,1,6,0,Non-New York City
Onondaga,Onondaga County Park Rangers,2020,12,16,0,0,0,0,0,16,8,7,1,Non-New York City
Onondaga,Onondaga County Sheriff,2020,12,1905,219,1,39,33,146,1686,212,1254,220,Non-New York City
Onondaga,Onondaga County State Police,2020,12,649,76,0,35,3,38,573,55,462,56,Non-New York City
Onondaga,Skaneateles Vg PD,2020,12,21,0,0,0,0,0,21,3,18,0,Non-New York City
Onondaga,Solvay Vg PD,2020,12,80,14,0,2,2,10,66,11,49,6,Non-New York City
Onondaga,SUNY Police - Environmental Science,2020,12,18,0,0,0,0,0,18,1,17,0,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2020,12,80,6,0,1,0,5,74,4,68,2,Non-New York City
Onondaga,Syracuse City PD,2020,12,5200,1191,31,96,222,842,4009,1032,2463,514,Non-New York City
Ontario,Canandaigua City PD,2020,12,260,38,1,11,5,21,222,24,189,9,Non-New York City
Ontario,County Total,2020,,1514,168,2,73,12,81,1346,187,1116,43,Non-New York City
Ontario,Geneva City PD,2020,12,211,38,0,14,4,20,173,34,136,3,Non-New York City
Ontario,Ontario County Sheriff,2020,12,764,58,1,27,2,28,706,95,596,15,Non-New York City
Ontario,Ontario County State Police,2020,12,279,34,0,21,1,12,245,34,195,16,Non-New York City
Orange,Blooming Grove Town PD,2020,12,118,6,0,1,0,5,112,18,85,9,Non-New York City
Orange,Chester Town PD,2020,12,9,0,0,0,0,0,9,1,8,0,Non-New York City
Orange,Chester Vg PD,2020,12,15,2,0,1,0,1,13,0,12,1,Non-New York City
Orange,Cornwall-on-Hudson Vg PD,2020,12,21,0,0,0,0,0,21,4,16,1,Non-New York City
Orange,Cornwall Town PD,2020,12,6,2,0,0,0,2,4,1,3,0,Non-New York City
Orange,County Total,2020,,4849,670,9,130,114,417,4179,436,3544,199,Non-New York City
Orange,Crawford Town PD,2020,12,46,3,0,0,0,3,43,5,36,2,Non-New York City
Orange,Deerpark Town PD,2020,12,45,4,0,1,1,2,41,9,31,1,Non-New York City
Orange,Florida Vg PD,2020,12,2,0,0,0,0,0,2,1,1,0,Non-New York City
Orange,Goshen Town PD,2020,12,28,1,0,1,0,0,27,1,25,1,Non-New York City
Orange,Goshen Vg PD,2020,12,23,2,0,0,0,2,21,2,17,2,Non-New York City
Orange,Greenwood Lake Vg PD,2020,12,22,3,0,1,0,2,19,1,16,2,Non-New York City
Orange,Harriman Vg PD,2020,12,19,1,0,0,0,1,18,5,13,0,Non-New York City
Orange,Highland Falls Vg PD,2020,11,11,0,0,0,0,0,11,2,9,0,Non-New York City
Orange,Maybrook Vg PD,2020,12,11,0,0,0,0,0,11,1,9,1,Non-New York City
Orange,Middletown City PD,2020,12,491,93,1,9,22,61,398,55,310,33,Non-New York City
Orange,Monroe Vg PD,2020,12,100,3,0,0,0,3,97,4,93,0,Non-New York City
Orange,Montgomery Town PD,2020,12,23,0,0,0,0,0,23,3,18,2,Non-New York City
Orange,Montgomery Vg PD,2020,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Orange,Mount Hope Town PD,2020,12,17,3,0,0,0,3,14,0,13,1,Non-New York City
Orange,Newburgh City PD,2020,12,1005,285,4,17,59,205,720,151,510,59,Non-New York City
Orange,Newburgh Town PD,2020,12,811,46,4,3,13,26,765,45,698,22,Non-New York City
Orange,New Windsor Town PD,2020,12,318,20,0,1,4,15,298,26,264,8,Non-New York City
Orange,Orange County MTA,2020,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Orange,Orange County Park PD,2020,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Orange,Orange County Sheriff,2020,12,22,2,0,0,0,2,20,0,20,0,Non-New York City
Orange,Orange County State Police,2020,12,495,105,0,80,4,21,390,32,335,23,Non-New York City
Orange,Port Jervis City PD,2020,12,138,22,0,6,3,13,116,10,97,9,Non-New York City
Orange,Walden Vg PD,2020,12,26,1,0,0,0,1,25,1,24,0,Non-New York City
Orange,Wallkill Town PD,2020,12,677,49,0,6,7,36,628,39,569,20,Non-New York City
Orange,Warwick Town PD,2020,12,83,9,0,2,1,6,74,11,63,0,Non-New York City
Orange,Washingtonville Vg PD,2020,12,32,2,0,1,0,1,30,4,25,1,Non-New York City
Orange,Woodbury Town PD,2020,12,223,6,0,0,0,6,217,4,212,1,Non-New York City
Orleans,Albion Vg PD,2020,12,171,24,0,3,1,20,147,24,121,2,Non-New York City
Orleans,County Total,2020,,464,64,0,21,7,36,400,82,291,27,Non-New York City
Orleans,Holley Vg PD,2020,12,10,1,0,0,0,1,9,3,6,0,Non-New York City
Orleans,Medina Vg PD,2020,12,96,14,0,2,4,8,82,20,53,9,Non-New York City
Orleans,Orleans County Park PD,2020,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Orleans,Orleans County Sheriff,2020,12,110,13,0,7,2,4,97,20,69,8,Non-New York City
Orleans,Orleans County State Police,2020,12,75,12,0,9,0,3,63,15,40,8,Non-New York City
Oswego,Central Square Vg PD,2020,12,40,0,0,0,0,0,40,1,38,1,Non-New York City
Oswego,County Total,2020,,1800,195,0,79,21,95,1605,238,1254,113,Non-New York City
Oswego,Fulton City PD,2020,9,267,9,0,0,4,5,258,36,215,7,Non-New York City
Oswego,Oswego City PD,2020,12,589,56,0,12,7,37,533,45,460,28,Non-New York City
Oswego,Oswego County Park PD,2020,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Oswego,Oswego County Sheriff,2020,12,297,37,0,9,7,21,260,53,167,40,Non-New York City
Oswego,Oswego County State Police,2020,12,527,88,0,56,3,29,439,93,310,36,Non-New York City
Oswego,Phoenix Vg PD,2020,12,9,3,0,0,0,3,6,2,4,0,Non-New York City
Oswego,Pulaski Vg PD,2020,12,29,0,0,0,0,0,29,2,26,1,Non-New York City
Oswego,SUNY Police - Oswego,2020,12,39,2,0,2,0,0,37,5,32,0,Non-New York City
Otsego,Cooperstown Vg PD,2020,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Otsego,County Total,2020,,637,75,0,30,7,38,562,80,458,24,Non-New York City
Otsego,Oneonta City PD,2020,12,220,23,0,5,2,16,197,28,165,4,Non-New York City
Otsego,Otsego County Sheriff,2020,12,25,8,0,3,1,4,17,2,15,0,Non-New York City
Otsego,Otsego County State Police,2020,12,373,44,0,22,4,18,329,49,260,20,Non-New York City
Otsego,SUNY Police - Oneonta,2020,12,18,0,0,0,0,0,18,0,18,0,Non-New York City
Putnam,Brewster Vg PD,2020,12,11,2,0,0,0,2,9,3,6,0,Non-New York City
Putnam,Carmel Town PD,2020,12,118,5,0,0,0,5,113,7,99,7,Non-New York City
Putnam,Cold Spring Vg PD,2020,12,12,0,0,0,0,0,12,1,11,0,Non-New York City
Putnam,County Total,2020,,398,37,0,9,2,26,361,43,289,29,Non-New York City
Putnam,Kent Town PD,2020,12,38,1,0,0,1,0,37,5,29,3,Non-New York City
Putnam,Putnam County MTA,2020,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Putnam,Putnam County Park PD,2020,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Putnam,Putnam County Sheriff,2020,12,129,12,0,3,0,9,117,20,87,10,Non-New York City
Putnam,Putnam County State Police,2020,12,88,17,0,6,1,10,71,7,55,9,Non-New York City
Queens,County Total,2020,12,37446,9629,78,515,2549,6487,27817,2842,22431,2544,New York City
Rensselaer,County Total,2020,,3186,455,12,68,89,286,2731,397,2163,171,Non-New York City
Rensselaer,East Greenbush Town PD,2020,12,546,15,0,2,5,8,531,27,496,8,Non-New York City
Rensselaer,Hoosick Falls Vg PD,2020,12,17,2,0,0,0,2,15,3,12,0,Non-New York City
Rensselaer,Nassau Vg PD,2020,12,6,1,0,1,0,0,5,1,4,0,Non-New York City
Rensselaer,North Greenbush Town PD,2020,12,191,12,0,5,1,6,179,15,156,8,Non-New York City
Rensselaer,Rensselaer City PD,2020,12,102,19,0,6,6,7,83,6,71,6,Non-New York City
Rensselaer,Rensselaer County Park PD,2020,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Rensselaer,Rensselaer County Sheriff,2020,12,170,21,1,6,3,11,149,23,119,7,Non-New York City
Rensselaer,Rensselaer County State Police,2020,12,312,44,0,27,6,11,268,32,218,18,Non-New York City
Rensselaer,Rensselaer Polytechnic Institute Dept of Public Safety,2020,11,44,2,0,2,0,0,42,15,27,0,Non-New York City
Rensselaer,Schodack Town PD,2020,12,54,7,0,3,0,4,47,12,33,2,Non-New York City
Rensselaer,Troy City PD,2020,12,1743,332,11,16,68,237,1411,263,1026,122,Non-New York City
Richmond,County Total,2020,12,5042,1347,20,84,245,998,3695,286,3163,246,New York City
Rockland,Clarkstown Town PD,2020,12,961,62,2,9,11,40,899,48,811,40,Non-New York City
Rockland,County Total,2020,,2740,341,9,50,57,225,2399,222,2074,103,Non-New York City
Rockland,Haverstraw Town PD,2020,12,254,29,2,0,6,21,225,24,198,3,Non-New York City
Rockland,Orangetown Town PD,2020,12,312,22,3,0,8,11,290,33,242,15,Non-New York City
Rockland,Piermont Vg PD,2020,12,4,0,0,0,0,0,4,1,3,0,Non-New York City
Rockland,Ramapo Town PD,2020,12,553,73,0,21,6,46,480,51,400,29,Non-New York City
Rockland,Rockland County Park PD,2020,12,15,0,0,0,0,0,15,0,15,0,Non-New York City
Rockland,Rockland County Sheriff,2020,12,46,30,0,0,0,30,16,0,16,0,Non-New York City
Rockland,Rockland County State Police,2020,12,7,3,0,2,0,1,4,0,4,0,Non-New York City
Rockland,South Nyack-Grand View PD,2020,12,16,1,0,0,1,0,15,1,14,0,Non-New York City
Rockland,Spring Valley Vg PD,2020,12,453,112,2,18,25,67,341,41,287,13,Non-New York City
Rockland,Stony Point Town PD,2020,12,52,6,0,0,0,6,46,10,36,0,Non-New York City
Rockland,Suffern Vg PD,2020,12,67,3,0,0,0,3,64,13,48,3,Non-New York City
Saratoga,Ballston Spa Vg PD,2020,12,39,0,0,0,0,0,39,9,29,1,Non-New York City
Saratoga,County Total,2020,,2229,225,4,80,19,122,2004,256,1675,73,Non-New York City
Saratoga,Mechanicville City PD,2020,12,54,13,0,3,2,8,41,8,31,2,Non-New York City
Saratoga,Saratoga County Park PD,2020,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Saratoga,Saratoga County Sheriff,2020,12,1016,70,1,21,7,41,946,125,798,23,Non-New York City
Saratoga,Saratoga County State Police,2020,12,535,79,2,42,2,33,456,48,385,23,Non-New York City
Saratoga,Saratoga Springs City PD,2020,12,511,53,1,12,6,34,458,51,390,17,Non-New York City
Saratoga,South Glens Falls Vg PD,2020,12,33,5,0,0,2,3,28,7,20,1,Non-New York City
Saratoga,Stillwater Town PD,2020,12,15,1,0,0,0,1,14,2,12,0,Non-New York City
Saratoga,Waterford Town and Vg PD,2020,12,24,4,0,2,0,2,20,6,8,6,Non-New York City
Schenectady,County Total,2020,,3853,561,6,41,108,406,3292,400,2647,245,Non-New York City
Schenectady,Glenville Town PD,2020,12,329,14,0,3,2,9,315,16,290,9,Non-New York City
Schenectady,Niskayuna Town PD,2020,12,442,18,0,3,5,10,424,29,378,17,Non-New York City
Schenectady,Rotterdam Town PD,2020,12,762,35,0,0,6,29,727,69,622,36,Non-New York City
Schenectady,Schenectady City PD,2020,12,2105,473,6,26,91,350,1632,269,1193,170,Non-New York City
Schenectady,Schenectady County Sheriff,2020,12,14,4,0,0,1,3,10,1,8,1,Non-New York City
Schenectady,Schenectady County State Police,2020,12,48,10,0,8,0,2,38,5,30,3,Non-New York City
Schenectady,Scotia Vg PD,2020,12,153,7,0,1,3,3,146,11,126,9,Non-New York City
Schoharie,Cobleskill Vg PD,2020,12,145,19,0,0,4,15,126,11,113,2,Non-New York City
Schoharie,County Total,2020,,315,43,0,12,4,27,272,31,229,12,Non-New York City
Schoharie,Schoharie County Sheriff,2020,12,41,4,0,1,0,3,37,5,28,4,Non-New York City
Schoharie,Schoharie County State Police,2020,12,118,19,0,10,0,9,99,15,78,6,Non-New York City
Schoharie,Schoharie Vg PD,2020,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Schoharie,SUNY Police - Cobleskill,2020,12,7,1,0,1,0,0,6,0,6,0,Non-New York City
Schuyler,County Total,2020,,49,10,0,4,2,4,39,9,30,0,Non-New York City
Schuyler,Schuyler County Sheriff,2020,12,15,6,0,1,2,3,9,3,6,0,Non-New York City
Schuyler,Schuyler County State Police,2020,12,27,4,0,3,0,1,23,6,17,0,Non-New York City
Schuyler,Watkins Glen Vg PD,2020,4,7,0,0,0,0,0,7,0,7,0,Non-New York City
Seneca,County Total,2020,,438,55,1,27,1,26,383,29,338,16,Non-New York City
Seneca,Seneca County Park PD,2020,12,4,0,0,0,0,0,4,1,3,0,Non-New York City
Seneca,Seneca County Sheriff,2020,12,90,8,0,3,1,4,82,9,67,6,Non-New York City
Seneca,Seneca County State Police,2020,12,107,19,0,14,0,5,88,3,83,2,Non-New York City
Seneca,Seneca Falls Town PD,2020,12,183,17,0,7,0,10,166,12,149,5,Non-New York City
Seneca,Waterloo Vg PD,2020,12,54,11,1,3,0,7,43,4,36,3,Non-New York City
Steuben,Addison Vg PD,2020,12,13,6,0,0,0,6,7,0,7,0,Non-New York City
Steuben,Bath Vg PD,2020,9,46,2,0,0,0,2,44,8,34,2,Non-New York City
Steuben,Canisteo Vg PD,2020,12,5,1,0,0,0,1,4,2,2,0,Non-New York City
Steuben,Cohocton Town PD,2020,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Steuben,Corning City PD,2020,12,306,33,1,9,3,20,273,68,198,7,Non-New York City
Steuben,County Total,2020,,863,117,3,56,6,52,746,164,536,46,Non-New York City
Steuben,Hammondsport Vg PD,2020,12,25,1,0,1,0,0,24,2,22,0,Non-New York City
Steuben,Painted Post Vg PD,2020,12,3,1,0,0,0,1,2,0,1,1,Non-New York City
Steuben,Steuben County Sheriff,2020,12,84,10,0,5,1,4,74,21,46,7,Non-New York City
Steuben,Steuben County State Police,2020,12,375,63,2,41,2,18,312,61,222,29,Non-New York City
Steuben,Wayland Vg PD,2020,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
St Lawrence,Canton Vg PD,2020,12,19,1,0,1,0,0,18,1,17,0,Non-New York City
St Lawrence,County Total,2020,,1131,137,1,50,7,79,994,162,811,21,Non-New York City
St Lawrence,Gouverneur Vg PD,2020,3,28,2,0,1,0,1,26,5,20,1,Non-New York City
St Lawrence,Massena Vg PD,2020,12,197,19,0,3,2,14,178,15,156,7,Non-New York City
St Lawrence,Norfolk Town PD,2020,12,2,1,0,0,0,1,1,0,1,0,Non-New York City
St Lawrence,Norwood Vg PD,2020,12,18,3,0,0,0,3,15,4,10,1,Non-New York City
St Lawrence,Ogdensburg City PD,2020,12,361,36,0,8,1,27,325,49,273,3,Non-New York City
St Lawrence,Potsdam Vg PD,2020,12,60,3,0,1,1,1,57,3,53,1,Non-New York City
St Lawrence,St Lawrence County Park PD,2020,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
St Lawrence,St Lawrence County Sheriff,2020,12,33,11,0,1,0,10,22,4,18,0,Non-New York City
St Lawrence,St Lawrence County State Police,2020,12,373,60,1,34,3,22,313,78,227,8,Non-New York City
St Lawrence,SUNY Police - Canton,2020,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
St Lawrence,SUNY Police - Potsdam,2020,12,26,1,0,1,0,0,25,3,22,0,Non-New York City
Suffolk,Amityville Vg PD,2020,12,66,5,2,0,2,1,61,5,49,7,Non-New York City
Suffolk,Asharoken Vg PD,2020,11,1,0,0,0,0,0,1,0,0,1,Non-New York City
Suffolk,County Total,2020,,18147,1320,33,171,316,800,16827,1127,14434,1266,Non-New York City
Suffolk,East Hampton Town PD,2020,12,153,3,0,0,0,3,150,5,137,8,Non-New York City
Suffolk,East Hampton Vg PD,2020,12,24,1,0,0,0,1,23,2,19,2,Non-New York City
Suffolk,Huntington Bay Vg PD,2020,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Suffolk,Lloyd Harbor Vg PD,2020,12,14,2,0,0,0,2,12,2,7,3,Non-New York City
Suffolk,Nissequogue Vg PD,2020,12,10,0,0,0,0,0,10,3,7,0,Non-New York City
Suffolk,Northport Vg PD,2020,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Suffolk,Ocean Beach Vg PD,2020,12,9,0,0,0,0,0,9,0,9,0,Non-New York City
Suffolk,Quogue Vg PD,2020,12,32,1,0,0,0,1,31,4,25,2,Non-New York City
Suffolk,Riverhead Town PD,2020,12,503,28,0,0,8,20,475,23,440,12,Non-New York City
Suffolk,Shelter Island Town PD,2020,12,25,1,0,0,0,1,24,3,19,2,Non-New York City
Suffolk,Southampton Town PD,2020,12,633,38,1,3,5,29,595,54,494,47,Non-New York City
Suffolk,Southampton Vg PD,2020,12,45,0,0,0,0,0,45,1,42,2,Non-New York City
Suffolk,Southold Town PD,2020,12,282,11,0,4,0,7,271,41,225,5,Non-New York City
Suffolk,Suffolk County MTA,2020,12,42,13,0,0,6,7,29,0,29,0,Non-New York City
Suffolk,Suffolk County Park PD,2020,12,49,3,0,1,2,0,46,0,45,1,Non-New York City
Suffolk,Suffolk County PD,2020,12,16073,1166,30,147,291,698,14907,973,12769,1165,Non-New York City
Suffolk,Suffolk County Sheriff,2020,12,18,18,0,0,0,18,0,0,0,0,Non-New York City
Suffolk,Suffolk County State Police,2020,12,35,19,0,12,1,6,16,3,10,3,Non-New York City
Suffolk,SUNY Police - Farmingdale,2020,12,8,0,0,0,0,0,8,0,8,0,Non-New York City
Suffolk,SUNY Police - Stony Brook,2020,12,92,11,0,4,1,6,81,4,76,1,Non-New York City
Suffolk,Westhampton Beach Vg PD,2020,12,24,0,0,0,0,0,24,4,15,5,Non-New York City
Sullivan,County Total,2020,,852,147,4,45,17,81,705,125,545,35,Non-New York City
Sullivan,Fallsburg Town PD,2020,12,27,2,0,1,0,1,25,4,19,2,Non-New York City
Sullivan,Liberty Vg PD,2020,12,176,24,1,4,4,15,152,26,122,4,Non-New York City
Sullivan,Monticello Vg PD,2020,12,105,23,0,2,5,16,82,22,58,2,Non-New York City
Sullivan,Sullivan County Park PD,2020,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Sullivan,Sullivan County Sheriff,2020,12,254,24,3,4,2,15,230,24,199,7,Non-New York City
Sullivan,Sullivan County State Police,2020,12,275,71,0,33,6,32,204,46,139,19,Non-New York City
Sullivan,Woodridge Vg PD,2020,12,14,3,0,1,0,2,11,3,7,1,Non-New York City
Tioga,County Total,2020,,432,59,0,19,2,38,373,71,283,19,Non-New York City
Tioga,Owego Vg PD,2020,12,192,15,0,2,1,12,177,32,141,4,Non-New York City
Tioga,Tioga County Sheriff,2020,12,135,14,0,2,1,11,121,18,97,6,Non-New York City
Tioga,Tioga County State Police,2020,12,96,29,0,15,0,14,67,20,38,9,Non-New York City
Tioga,Waverly Vg PD,2020,12,9,1,0,0,0,1,8,1,7,0,Non-New York City
Tompkins,Cayuga Heights Vg PD,2020,12,17,2,0,1,1,0,15,2,13,0,Non-New York City
Tompkins,Cornell University Police,2020,12,147,1,0,0,0,1,146,21,124,1,Non-New York City
Tompkins,County Total,2020,,2127,169,0,47,39,83,1958,231,1685,42,Non-New York City
Tompkins,Dryden Vg PD,2020,12,60,3,0,0,1,2,57,6,51,0,Non-New York City
Tompkins,Groton Vg PD,2020,12,35,0,0,0,0,0,35,3,30,2,Non-New York City
Tompkins,Ithaca City PD,2020,12,1269,102,0,14,35,53,1167,143,1006,18,Non-New York City
Tompkins,Ithaca College PD,2020,12,34,7,0,6,1,0,27,3,24,0,Non-New York City
Tompkins,Tompkins County Park PD,2020,12,10,0,0,0,0,0,10,1,9,0,Non-New York City
Tompkins,Tompkins County Sheriff,2020,12,281,29,0,9,0,20,252,24,218,10,Non-New York City
Tompkins,Tompkins County State Police,2020,12,248,25,0,17,1,7,223,26,187,10,Non-New York City
Tompkins,Trumansburg Vg PD,2020,12,26,0,0,0,0,0,26,2,23,1,Non-New York City
Ulster,County Total,2020,,1895,226,7,65,24,130,1669,203,1396,70,Non-New York City
Ulster,Ellenville Vg PD,2020,8,34,10,0,1,1,8,24,2,21,1,Non-New York City
Ulster,Kingston City PD,2020,12,540,85,3,12,17,53,455,55,378,22,Non-New York City
Ulster,Lloyd Town PD,2020,12,93,6,0,3,0,3,87,4,82,1,Non-New York City
Ulster,Marlborough Town PD,2020,12,21,2,0,1,0,1,19,2,17,0,Non-New York City
Ulster,New Paltz Town and Vg PD,2020,12,106,7,0,1,0,6,99,1,97,1,Non-New York City
Ulster,NYC DEPP - Ashokan PCT,2020,12,1,1,0,0,0,1,0,0,0,0,Non-New York City
Ulster,Olive Town PD,2020,5,3,0,0,0,0,0,3,1,2,0,Non-New York City
Ulster,Plattekill Town PD,2020,12,33,1,0,0,0,1,32,6,22,4,Non-New York City
Ulster,Rosendale Town PD,2020,12,29,0,0,0,0,0,29,4,24,1,Non-New York City
Ulster,Saugerties Town PD,2020,12,194,23,2,7,2,12,171,42,118,11,Non-New York City
Ulster,Shandaken Town PD,2020,12,8,0,0,0,0,0,8,0,7,1,Non-New York City
Ulster,Shawangunk Town PD,2020,12,43,3,0,2,1,0,40,6,32,2,Non-New York City
Ulster,SUNY Police - New Paltz,2020,12,21,1,0,1,0,0,20,0,20,0,Non-New York City
